image_id,parcel_id,image_date,file_path,ndvi_mean,ndvi_sd,ndre_mean,ndre_sd,gndvi_mean,gndvi_sd,nirv_mean,nirv_sd,ndwi_mean,ndwi_sd,suggested_class_label,B02_mean,B02_sd,B03_mean,B03_sd,B04_mean,B04_sd,B05_mean,B05_sd,B08_mean,B08_sd,B8A_mean,B8A_sd,B11_mean,B11_sd,discarded,labels_found,n_labels_found,class_label_conflict,class_label,label_source_files
IMG_00016,16,2020-03-01,data/plot_16/RGB_2020-03-01.tif,0.2084,0.0385,0.1052,0.0361,0.2693,0.0272,339.7468,99.7042,0.0595,0.0214,ploughed,749.092307692308,116.142744610326,923.52027972028,122.99663209586,1048.83636363636,125.520830095561,1297.02097902098,157.83536916973,1607.05454545455,233.11242305491,1648.03776223776,239.109909857756,1459.13286713287,185.582119876777,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00017,17,2020-03-01,data/plot_17/RGB_2020-03-01.tif,0.559,0.0711,0.3704,0.0384,0.4981,0.059,2042.1414,346.7698,NA,NA,slightly_yellow,1084.65174129353,217.715521057762,1218.08955223881,149.208886934722,1029.48756218905,175.37360432667,1668.15422885572,90.2686606443641,3634.89552238806,177.866899758923,NA,NA,2151.91542288557,41.6637469623805,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00018,18,2020-03-01,data/plot_18/RGB_2020-03-01.tif,0.5003,0.0705,0.3083,0.0544,0.48,0.0509,1456.396,527.9371,0.1606,0.0446,slightly_yellow,708.466431095406,117.54367188555,977.871024734982,187.639343313038,926.33038869258,197.911409596173,1482.57597173145,315.590527335255,2844.42402826855,728.447817912594,2752.53180212014,715.851392260289,1973.12897526502,441.704172785693,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00019,19,2020-03-01,data/plot_19/RGB_2020-03-01.tif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00020,20,2020-03-01,data/plot_20/RGB_2020-03-01.tif,0.7232,0.051,0.4385,0.0473,0.6826,0.026,2719.9136,549.1703,0.2488,0.0375,green,313.753623188406,41.5934121611688,699.014492753623,86.0612799377184,586.594202898551,66.5245020850522,1438.84057971014,103.712501825735,3728.46376811594,538.586728493306,3487.88405797101,400.160759468723,2086.26086956522,119.509001897459,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_00021,21,2020-03-01,data/plot_21/RGB_2020-03-01.tif,0.8317,0.053,0.5681,0.0834,0.7274,0.0465,3477.731,1007.9185,0.3919,0.037,green,380.941176470588,58.4252649669025,624.823529411765,103.786923502896,353.676470588235,56.699484572632,1079.88235294118,140.892773478764,4125.47058823529,1064.6875551155,4251.73529411765,691.029285386685,1854.58823529412,296.750698107173,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_00022,22,2020-03-01,data/plot_22/RGB_2020-03-01.tif,0.7185,0.0711,0.4931,0.0663,0.6536,0.0518,1889.01,723.0175,0.3117,0.0421,green,351.229357798165,94.2259358575791,525.39755351682,133.497206124608,406.192660550459,117.744457392188,855.859327217125,218.230035166165,2583.77370030581,826.16177216374,2572.9755351682,690.263059582487,1339.98165137615,323.798211654858,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_00023,23,2020-03-01,data/plot_23/RGB_2020-03-01.tif,0.8734,0.025,0.6231,0.0303,0.7806,0.02,3968.0709,344.5121,NA,NA,green,306.201257861635,30.5534973601946,556.408805031446,32.4866503909884,303.528301886792,41.0609012523486,1049.17610062893,45.493710038346,4535.69811320755,286.103122833624,NA,NA,1770.81132075472,40.0604242682022,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_00024,24,2020-03-01,data/plot_24/RGB_2020-03-01.tif,0.8714,0.051,0.619,0.0435,0.7785,0.035,3664.8868,617.1495,NA,NA,green,286.984076433121,46.9150180108566,512.707006369427,49.0923705408757,277.369426751592,71.854866736998,970.557324840764,64.5013675500284,4180.54140127389,555.339138710152,NA,NA,1754.53184713376,122.695995408281,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_00025,25,2020-03-01,data/plot_25/RGB_2020-03-01.tif,0.8808,0.017,0.6189,0.0209,0.7811,0.014,3970.5762,274.9774,NA,NA,green,292.536842105263,20.4182771772006,552.326315789474,26.3257743240761,283.763157894737,28.2241914797206,1057.75789473684,32.2696036278065,4503.84210526316,246.006057300117,NA,NA,2014.32105263158,56.7223543267342,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_00026,26,2020-03-01,data/plot_26/RGB_2020-03-01.tif,0.7948,0.0821,0.589,0.0725,0.7249,0.0698,2772.7746,535.7525,0.2905,0.0234,green,350.909090909091,90.9257439292685,545,114.688273158157,388.818181818182,140.084130565756,886.363636363636,118.907756456232,3460.27272727273,363.432824854633,2965.27272727273,174.487300918486,1629.63636363636,92.0839537892164,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_00027,27,2020-03-01,data/plot_27/RGB_2020-03-01.tif,0.8518,0.0363,0.6375,0.0361,0.7567,0.0245,4729.781,628.2674,0.3598,0.043,green,441,38.7873889100767,760,46.7563241300452,434.642857142857,58.7558273939467,1213.85714285714,51.122563350408,5532.85714285714,576.470275054992,4762.14285714286,565.537845723038,2225.42857142857,109.838842986311,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_00028,28,2020-03-01,data/plot_28/RGB_2020-03-01.tif,0.5705,0.1581,0.3215,0.1286,0.5454,0.1017,1368.2664,492.4692,0.259,0.0542,slightly_yellow,497.497023809524,192.950394613508,718.982142857143,332.574690601846,698.02380952381,485.726583378931,1263.04761904762,515.312111801331,2396.2380952381,473.062822455078,2684.71726190476,615.360319061193,1615.24702380952,551.333701391898,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00029,29,2020-03-01,data/plot_29/RGB_2020-03-01.tif,0.8097,0.0339,0.5387,0.0723,0.7322,0.0259,1818.0449,635.8347,0.3567,0.0316,green,200.626666666667,53.7641931816006,336.666666666667,93.0925626740677,223.52,51.5181311563011,632.48,114.589202830831,2223.06666666667,717.925169881618,2216.89333333333,391.922378323349,1046.97333333333,167.777118348842,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_00030,30,2020-03-01,data/plot_30/RGB_2020-03-01.tif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00031,31,2020-03-01,data/plot_31/RGB_2020-03-01.tif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00032,32,2020-03-01,data/plot_32/RGB_2020-03-01.tif,0.7286,0.1131,0.493,0.0875,0.6531,0.1019,3482.3505,932.9745,0.3364,0.0529,green,753.057851239669,479.340743632927,957.99173553719,223.0174805075,708.057851239669,224.980987579233,1554.8305785124,109.641324964235,4681.90909090909,731.638648537101,4563.8347107438,701.973369559165,2238.2479338843,164.417936295881,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00033,33,2020-03-01,data/plot_33/RGB_2020-03-01.tif,0.7973,0.0309,0.5675,0.0281,0.6957,0.0269,4017.6723,509.2796,0.3714,0.0173,green,644.418604651163,86.1296040467198,899.139534883721,97.9828292526295,563.395348837209,81.7153565840664,1382.97674418605,130.03227408391,5028.44186046512,526.066006284273,4421.63953488372,400.037577484639,2023.87209302326,159.056148105871,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_00034,34,2020-03-01,data/plot_34/RGB_2020-03-01.tif,0.7824,0.0936,0.5915,0.066,0.7018,0.0872,1805.5256,313.7617,0.3959,0.0702,green,335.58,239.712134087775,416.548,172.64421157735,292.32,161.28722166212,599.716,155.638377536676,2311.888,296.054678983108,2051.592,164.770113482964,892.736,153.442800666259,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00035,35,2020-03-01,data/plot_35/RGB_2020-03-01.tif,0.8511,0.1414,0.638,0.1123,0.7899,0.127,1592.422,245.4939,0.4566,0.099,green,165.979069767442,263.922882886801,249.03023255814,232.650835942833,180.997674418605,238.251763963983,444.579069767442,253.050091600346,1894.18139534884,226.11005431337,1721.56511627907,228.438687743152,674.672093023256,311.169794174091,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00036,36,2020-03-01,data/plot_36/RGB_2020-03-01.tif,0.7831,0.0485,0.4929,0.0454,0.7135,0.0422,3293.9374,528.4029,0.4051,0.0213,green,307.83908045977,181.243598622967,697.448275862069,133.541411390237,502.704022988506,107.661446549385,1408.5316091954,72.9591621648763,4185.95977011494,485.285154701862,4148.20114942529,369.881739491219,1755.29885057471,158.832020446559,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00037,37,2020-03-01,data/plot_37/RGB_2020-03-01.tif,0.7349,0.0753,0.4688,0.067,0.6519,0.0589,1507.9249,697.4086,0.3471,0.1112,green,309.02994011976,53.4899410822665,400.293413173653,83.5064611436618,285.838323353293,68.6709736268437,699.431137724551,177.769529930158,2001.79041916168,756.367673966113,2150.7005988024,729.087881352158,1018.84431137725,287.86754350393,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_00038,38,2020-03-01,data/plot_38/RGB_2020-03-01.tif,0.5906,0.0953,0.4445,0.0714,0.5335,0.0802,1607.6088,164.2507,0.4784,0.0384,slightly_yellow,830.293838862559,273.773435891715,860.445497630332,245.568166496187,734.284360189573,249.653349556355,1079.42654028436,257.649389041021,2752.2654028436,233.662283133675,2426.70142180095,226.179134543244,864.526066350711,153.067159344161,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00039,39,2020-03-01,data/plot_39/RGB_2020-03-01.tif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00040,40,2020-03-01,data/plot_40/RGB_2020-03-01.tif,0.7444,0.0822,0.4512,0.1467,0.6891,0.0641,2269.2547,1054.0123,0.3016,0.0607,green,299.788235294118,86.3167056221899,498.211764705882,164.848133149275,386.258823529412,144.522131518323,984.776470588235,257.628025338425,2944.94117647059,1231.01337806491,2769.45882352941,912.341487249014,1481.45882352941,495.441543160316,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00041,41,2020-03-01,data/plot_41/RGB_2020-03-01.tif,0.7743,0.0533,0.5325,0.0567,0.7135,0.0366,3054.0409,793.0152,0.3506,0.0566,green,323.58024691358,39.0416009525515,636.555555555556,77.7780496026996,475.345679012346,52.2891385695507,1164.27160493827,161.26352752139,3896.24691358025,812.422942974658,2948.93827160494,636.333822487832,1392.45679012346,184.701045569774,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_00042,42,2020-03-01,data/plot_42/RGB_2020-03-01.tif,0.2827,0.0618,0.1818,0.058,0.2597,0.0475,513.1476,117.9453,0.1676,0.0336,ploughed,1083.27380952381,295.437325471407,1091.39285714286,240.965428598565,1037.46428571429,232.747624134915,1272.10714285714,229.257471813025,1832.83333333333,275.996718739589,1686.65476190476,291.594597849692,1200.95238095238,201.217074221146,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00043,43,2020-03-01,data/plot_43/RGB_2020-03-01.tif,0.7407,0.031,0.5246,0.0492,0.6531,0.0191,2405.6593,448.5905,NA,NA,green,493.45,64.1113135594318,676.95,105.244814849149,483.8,104.359500109755,1015.9,227.051095571019,3246.1,581.534983334713,NA,NA,1327.9,263.011486641293,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_00044,44,2020-03-01,data/plot_44/RGB_2020-03-01.tif,0.4293,0.1762,0.2317,0.1799,0.4604,0.0804,914.853,389.4379,0.2131,0.0483,yellow,738.825396825397,258.070729219883,822.206349206349,269.089813447059,933.571428571429,532.420513961132,1437.12698412698,655.969671113995,2161.26984126984,233.664579448157,3000.68253968254,808.036445708636,1985.31746031746,705.567075190903,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00045,45,2020-03-01,data/plot_45/RGB_2020-03-01.tif,0.414,0.0663,0.267,0.0558,0.4764,0.0402,1025.1021,308.096,NA,NA,yellow,750.652605459057,124.823650377016,861.059553349876,154.823463668423,997.789081885856,148.418554578546,1393.00992555831,180.846722985713,2432.90818858561,434.797509921886,NA,NA,1836.41687344913,254.317406398315,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00046,46,2020-03-01,data/plot_46/RGB_2020-03-01.tif,0.6203,0.1675,0.4482,0.1275,0.5696,0.1348,1485.6759,503.1621,0.3432,0.0938,green,863.292,772.00900925929,897.108,758.814759802931,803.16,732.021532810335,1165.216,887.875335726342,2678.28,1389.87506069335,2706.744,1407.12381123502,1449.496,980.245913118101,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00047,47,2020-03-01,data/plot_47/RGB_2020-03-01.tif,0.4301,0.0581,0.2763,0.0474,0.4308,0.0439,1105.9752,314.7893,0.0353,0.057,yellow,1007.26128266033,386.655752893857,1046.03562945368,376.899973059394,1041.56413301663,366.525429745603,1455.61163895487,380.955342079181,2583.79334916865,709.892561115202,2541.24821852732,587.343661615469,2337.30285035629,388.217760357236,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00048,48,2020-03-01,data/plot_48/RGB_2020-03-01.tif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00049,49,2020-03-01,data/plot_49/RGB_2020-03-01.tif,0.4635,0.0673,0.3118,0.0508,0.4487,0.0415,989.051,142.7971,0.2145,0.025,slightly_yellow,703.883333333333,107.045229101751,816.216666666667,99.5375904917532,789.866666666667,145.131088221516,1125.6,135.880705406231,2135.6,64.7485881005675,2285.08333333333,112.851979198592,1482.4,144.881740202373,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00050,50,2020-03-01,data/plot_50/RGB_2020-03-01.tif,0.434,0.1107,0.3008,0.083,0.4168,0.0932,1450.9482,472.1876,0.1901,0.0458,yellow,1396.32824427481,386.909081801836,1395.2213740458,386.054545569691,1347.6106870229,442.342428659745,1814.68702290076,416.277091222245,3340.34351145038,417.857203636185,3578.51908396947,410.716397588878,2449.45801526718,417.960878911706,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00051,51,2020-03-01,data/plot_51/RGB_2020-03-01.tif,0.3415,0.065,0.2163,0.0598,0.4511,0.0471,579.8349,225.9509,-0.086,0.0781,yellow,567.704160246533,118.336718775042,631.815100154083,134.252685859622,818.277349768875,169.140301161243,1071.98613251156,200.398841800671,1672.16640986133,315.368973662556,1812.19106317411,434.952598361298,2128.00770416025,318.068206835914,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00052,52,2020-03-01,data/plot_52/RGB_2020-03-01.tif,0.5098,0.1669,0.3417,0.1086,0.4442,0.1525,1197.3532,493.2758,0.2647,0.0413,slightly_yellow,957.384615384615,531.722579838557,926.745819397993,374.98491550097,784.535117056856,359.067259133224,1152.93311036789,292.857265679202,2324.34782608696,322.623389984968,2254.16722408027,194.114766084569,1312.64882943144,147.144066361521,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00053,53,2020-03-01,data/plot_53/RGB_2020-03-01.tif,0.3848,0.0778,0.2807,0.0673,0.3297,0.0739,849.1847,345.4461,0.1435,0.0688,yellow,1404.8,809.851995456858,1170.64444444444,513.86145796294,992.044444444444,348.961182756345,1219.48888888889,318.529549237388,2208.6,702.173100906296,1964.15555555556,409.451348844655,1478.64444444444,343.555484175512,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00054,54,2020-03-01,data/plot_54/RGB_2020-03-01.tif,0.4066,0.0942,0.3168,0.0645,0.4491,0.0615,609.6948,213.0902,0.2024,0.0287,yellow,495.6,24.4627267490768,555,32.9848450049413,616.6,81.8217574976241,758.1,32.45265782644,1471,160.707809393321,1551,48.0780615249825,1028.9,42.7600865293792,FALSE,yellow,1,FALSE,yellow,image_metadata2020Honza.csv
IMG_00055,55,2020-03-01,data/plot_55/RGB_2020-03-01.tif,0.4879,0.0295,0.3803,0.0339,0.4362,0.0123,832.4184,44.0531,NA,NA,slightly_yellow,711.833333333333,46.5893406979179,672,59.2148629990816,590.5,76.1360624146009,766.833333333333,51.2031900047904,1709.33333333333,106.663333281248,NA,NA,1059.66666666667,69.7758315369059,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00056,56,2020-03-01,data/plot_56/RGB_2020-03-01.tif,0.6961,0.0905,0.4563,0.0839,0.6554,0.0447,1534.7806,283.1239,0.3268,0.1038,green,317.188811188811,89.426258160435,470.741258741259,135.362981670969,421.244755244755,196.564766117015,860.321678321678,302.153505464969,2233.11888111888,462.609294121065,1837.72093023256,207.498810835021,1408.47552447552,600.928610418297,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_00057,57,2020-03-01,data/plot_57/RGB_2020-03-01.tif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00058,58,2020-03-01,data/plot_58/RGB_2020-03-01.tif,0.5213,0.034,0.341,0.0282,0.4729,0.0289,1662.7498,190.5756,0.2615,0.0215,slightly_yellow,969.747826086956,97.5525808266209,1138.53913043478,88.7761117462411,1000.98260869565,87.4519399450496,1561.13043478261,74.9716346055182,3183.44347826087,222.80265011906,3154.14782608696,205.64537878447,1843.90434782609,87.0536206924642,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00059,59,2020-03-01,data/plot_59/RGB_2020-03-01.tif,0.8029,0.1343,0.5632,0.1022,0.7152,0.1109,1906.1205,1084.5792,0.403,0.0354,green,374.989247311828,561.100636435282,494.44623655914,560.383854747293,364.715053763441,561.537319872862,778.510752688172,694.00844483722,2490.74193548387,1459.06808764844,2305.93377483444,1443.71244444718,1282.63978494624,890.90213271957,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_00060,60,2020-03-01,data/plot_60/RGB_2020-03-01.tif,0.764,0.044,0.5249,0.0259,0.7021,0.0216,2784.9525,394.3789,NA,NA,green,397.769230769231,24.7008006885581,631.615384615385,28.9587868536026,479.897435897436,65.929306187044,1124.94871794872,34.9751405835546,3628.87179487179,330.704445841487,NA,NA,2103.41025641026,97.4411341727912,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_00061,61,2020-03-01,data/plot_61/RGB_2020-03-01.tif,0.7436,0.0448,0.4854,0.0381,0.6763,0.0239,1759.5123,519.5835,0.2597,0.0341,green,307.555555555556,34.5802670868065,444.481481481481,88.8453151746902,332.888888888889,59.342119775815,804.259259259259,193.156093233624,2340.25925925926,601.917359047326,2042.44444444444,554.773226943526,1194.07407407407,306.290451133953,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_00062,62,2020-03-01,data/plot_62/RGB_2020-03-01.tif,0.5824,0.1711,0.4328,0.1288,0.545,0.1369,3045.9093,739.8884,0.2554,0.0815,slightly_yellow,1572.4250513347,982.566104766156,1705.13757700205,947.008627793817,1579.36344969199,1084.57720486443,2254.88501026694,1044.43167797613,5369.22997946612,625.55379290966,5306.49075975359,649.373302995155,3246.81930184805,1041.36455678139,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_00063,63,2020-03-01,data/plot_63/RGB_2020-03-01.tif,0.3315,0.1253,0.2447,0.0809,0.3133,0.0803,918.3249,248.6423,0.0871,0.0595,yellow,1732.125,1034.58486843758,1810.9375,1084.14608294577,1817.8125,1243.33472129056,2082.4375,1269.12667971589,3202.875,1422.66031902676,2958.375,1423.74758413608,2605.9375,1483.31680000149,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
